Vehicle_ID,Make_and_Model,Year_of_Manufacture,Usage_Hours,Load_Capacity,Actual_Load,Last_Maintenance_Date,Maintenance_Cost,Engine_Temperature,Tire_Pressure,Fuel_Consumption,Battery_Status,Vibration_Levels,Oil_Quality,Failure_History,Anomalies_Detected,Predictive_Score,Maintenance_Required,Delivery_Times,Downtime_Maintenance,Impact_on_Efficiency,Vehicle_Type_Van,Route_Info_rural,Route_Info_urban,Maintenance_Type_oil change,Maintenance_Type_tire rotation,Brake_Condition_good,Brake_Condition_other,Brake_Condition_poor,Weather_Conditions_other,Weather_Conditions_rainy,Weather_Conditions_snowy,Weather_Conditions_windy,Road_Conditions_other,Road_Conditions_rural,Road_Conditions_urban,Make_ford,Make_tesla,Make_volvo,Model_fh,Model_semi,Model_silverado,Service_Year,Service_Month,Service_DayOfWeek,Days_Since_Last_Service,Recent_Service_90d,Load_Utilization
5657,chevy silverado,1.0,0.17709301494244656,0.3568242149158423,0.3927567168087857,2023-08-12,0.014856741066139635,0.0,0.7413724268099824,0.0,0.0,0.011915973106998046,0.24703568991245162,0.0,1.0,0.23766482252874846,1.0,0.0,0.0,0.03284143574263898,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2023,8,5,323,0,1.0
5658,tesla semi,0.8823529411764781,0.10545506541788804,0.005732576769347676,0.005237098299274133,2023-01-20,0.061863975815717995,0.0,0.0,0.5535648299640685,0.8365257459114304,0.02004564338874371,0.5601829643158928,1.0,1.0,0.19349564412070938,1.0,0.3955247940759728,0.04350104446964106,0.4104642516492545,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2023,1,4,527,0,0.9135679311399916
5659,volvo fh,0.0,0.04046614713662687,0.6063132230337623,0.6058030044109135,2023-03-26,0.06776680892588131,0.0,0.9907806681883315,0.22271418010860816,0.0,0.012484337766979416,0.43593503223625996,0.0,0.0,0.16592220101573332,0.0,0.05871560206679592,0.0,0.19226879117907406,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2023,3,6,462,0,0.9991584900288074
5660,chevy silverado,0.8823529411764781,0.21491384857367557,0.13407583037133597,0.13329600011865242,2023-10-23,0.011517647650904256,0.0,0.12555323601785695,1.0,0.0,0.12385078979106359,0.571926881220658,1.0,0.0,0.18787613241916115,1.0,0.4386105266614126,0.0038762232380635886,0.28566051068334564,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,10,0,251,0,0.9941836627039807
5661,ford f150,0.8823529411764781,0.26660470436834205,0.05536134357380952,0.05383953322395495,2023-05-15,0.0005017913716768331,0.0,0.0,0.413629058322813,0.0,0.07470228052652621,0.4340994142347926,1.0,0.0,0.22802899285659628,1.0,0.28486038196178154,0.06480405596144001,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,5,0,412,0,0.9725113183384784
5662,ford f150,0.1176470588235361,0.015728891113176522,0.009717711685258128,0.007905670413336422,2023-08-30,0.019590863695609688,0.0,0.0,0.5160294395742624,0.0,0.0020113772896332752,0.5946678141426708,0.0,1.0,0.20375558908192704,1.0,1.0,0.0,0.022233706758762656,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2023,8,2,305,0,0.813532101938094
5663,tesla semi,0.235294117647058,0.09319367984557089,0.18401663606097157,0.15518938472818247,2023-04-03,0.03250123648637377,0.0,0.0,1.0,0.0,0.06958011511837651,0.7995190581134889,1.0,0.0,0.05561058448947337,1.0,0.18081318616931658,0.24643683922243434,0.1579927703908318,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2023,4,0,454,0,0.8433443195688157
5664,chevy silverado,0.17647058823528994,0.018517194537785088,0.0738379826850898,0.07296192898415932,2023-04-25,0.0038227810275788497,0.0,0.0,0.0248438141948511,0.0,0.09894833881899684,0.8575226968861095,0.0,0.0,0.3313432837712428,1.0,1.0,0.0,0.1395238153768051,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2023,4,1,432,0,0.9881354599750274
5665,chevy silverado,0.8823529411764781,0.015013941517123043,0.023191160876584384,0.02326659794793499,2023-04-14,0.018585519019715183,0.0,1.0,0.1342736244546192,0.0,0.023872447053779812,0.9999999999999999,0.0,1.0,0.35676145487182465,1.0,0.9410186842849031,0.0,0.20305305639280333,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2023,4,4,443,0,1.0
5666,chevy silverado,0.8823529411764781,0.10938728819618217,0.047601630366478825,0.05281777764649281,2024-04-21,0.00011363071976240591,0.0,0.0,0.1478138725798765,0.5812404927462804,0.05762105771745592,0.639793019439428,0.0,1.0,0.039771249779963255,1.0,0.00603207336988032,0.0,0.0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2024,4,6,70,1,1.0
5667,chevy silverado,0.8823529411764781,0.09104883105741045,0.06849964213075127,0.06560968421178745,2023-10-25,0.012839530090559628,0.0,0.0,1.0,0.0,0.025037606030510435,0.4753380180654475,0.0,1.0,0.8421735978001404,1.0,0.0,0.0,0.15145141171387436,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,10,2,249,0,0.9578106128868892
5668,tesla semi,0.8823529411764781,0.020626295846142846,0.13950388130237748,0.1594464617154844,2024-01-09,0.5712368138372468,0.0,0.0,1.0,0.03510611271921782,0.02542071343695725,0.4466700355916805,1.0,0.0,0.30292058244957215,1.0,0.15578666655968487,0.016533886433844597,0.17920997055915197,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2024,1,1,173,0,1.0
5669,ford f150,0.8823529411764781,0.021698720240223065,0.04289512958659041,0.034687845450132426,2023-03-10,0.00419109375516075,0.0,1.0,0.570888395833099,0.0,0.09730470572435598,0.7430092690098663,1.0,1.0,0.32107893505212814,1.0,0.63850443997207,0.15299347236373906,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2023,3,4,478,0,0.8086662934566891
5670,chevy silverado,0.941176470588232,0.16207907342532352,0.008904718854576473,0.0066045984022731,2023-05-08,0.7727227772842924,0.0,0.7872008534701485,0.9873979779647946,0.0,0.08446768337067737,0.4738366924919425,1.0,0.0,0.2478149435922254,1.0,0.42948731373815113,0.010573607760330995,0.14144407792872518,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2023,5,0,419,0,0.7416964544454704
5671,tesla semi,1.0,0.019518123972259955,0.03492708123753071,0.04097283152829443,2023-02-20,0.05580144656482723,0.0,0.0,0.5314071218786705,0.0,0.11130860658664539,0.6500865287414251,1.0,0.0,0.06472739091346118,1.0,0.6202839813501819,0.01794907569743987,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2023,2,0,496,0,1.0
5672,ford f150,0.8823529411764781,0.08668763852148424,0.01714640995193698,0.018178790860987715,2023-05-20,0.03066369516303616,0.0,0.18861525694588477,0.011185270661940638,0.0,0.24841541137509732,0.9999999999999999,1.0,0.0,0.23873356406978377,1.0,0.0,0.22938789290876957,0.4223173752664847,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,5,5,407,0,1.0
5673,chevy silverado,0.470588235294116,0.38621577178808897,0.08367920061637608,0.08586905390631631,2023-08-30,0.007911824014439111,0.0,0.0,0.05043451280347905,0.0,0.04569979319556813,0.630865458708851,1.0,1.0,0.2823071423219484,1.0,0.07707339230141809,0.1656931096328609,0.37292952079417074,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2023,8,2,305,0,1.0
5674,ford f150,1.0,0.026310145134768,0.1914741155638123,0.18345132451490895,2023-12-19,0.5901718420896889,0.0,0.08789080044628339,0.0,0.0,0.11252600867606329,0.24859738421477617,1.0,1.0,0.034284845169005145,1.0,0.23334359024525175,0.0901902038150292,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2023,12,1,194,0,0.9580998662650586
5675,volvo fh,0.17647058823528994,0.13723457496246516,0.23980416563752086,0.17049434092295865,2023-03-18,0.06627968368085059,0.0,0.16705745698210228,0.0,0.3859519126923452,0.017185325384446677,0.5964404778143012,0.0,0.0,0.16206781048953037,1.0,0.9729851590760579,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2023,3,5,470,0,0.7109732246297656
5676,ford f150,0.5882352941176521,0.12336455279902767,0.01991466629583149,0.018027767355699144,2024-01-31,0.006906544937713609,0.0,0.0,0.0,0.0,0.07388614806156182,0.34039919428180265,0.0,0.0,0.12175202439205339,0.0,0.0,0.0,0.3198002462364262,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2024,1,2,151,0,0.9052507879317412
5677,chevy silverado,1.0,0.10463287338242654,0.047880153156596356,0.046016945680894414,2024-03-12,0.011355389314877964,0.0,0.8057002857822329,0.10126307588421046,0.0,0.3760741646106383,0.9307071194582971,0.0,1.0,0.3874528876481443,1.0,0.0,0.0,0.07173678143058049,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,3,1,110,0,0.9610860167968103
5678,ford f150,1.0,0.17076571101737328,0.225675789535683,0.23471499507998628,2024-02-20,0.012921440068943631,0.0,1.0,1.0,1.0,0.0702033380033505,0.6027545965264537,1.0,1.0,0.05193339820644496,1.0,0.22325214905033364,0.10775163734965935,0.25430283775668905,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2024,2,1,131,0,1.0
5679,chevy silverado,0.941176470588232,0.08257667834417674,0.255409888246771,0.22230707507340056,2023-07-08,0.0521906306696161,0.0,0.0,0.0,0.0,0.3196508904485605,0.6904715384689254,1.0,1.0,0.30913894385257407,1.0,0.3457383715711074,0.03230127827836442,0.23805299158397272,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,7,5,358,0,0.8703933766989189
5680,ford f150,0.0,0.12214913848573676,0.12896643499467098,0.13475972834740685,2023-03-31,0.02851554009699061,0.0,0.07937513645800531,0.0,0.8232202487422242,0.12153629661210406,0.9134192147643715,0.0,0.0,0.5155186437265508,0.0,0.8781838159308771,0.0,0.27752258886314507,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,3,4,457,0,1.0
5681,ford f150,0.8235294117647101,0.08082505183384571,0.06129001074270427,0.054792947167350795,2023-08-26,0.601630718340636,0.0,0.0,1.0,0.0,0.04698303527502682,0.7025215459484496,1.0,1.0,0.3780753272950243,1.0,1.0,0.04849301544423128,0.5808154217877801,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,8,5,309,0,0.8939947391651116
5682,ford f150,1.0,0.11096017730749982,0.15639840712543415,0.17003092143767531,2024-01-12,0.032424422109200164,0.0,0.0,0.0,0.0,0.11247117598561653,0.9999999999999999,1.0,0.0,0.5716330547696807,1.0,0.29031213817958174,0.01898879386859655,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2024,1,4,170,0,1.0
5683,volvo fh,1.0,0.020697790805748194,0.1370878706950132,0.15617787171678593,2024-05-13,0.05214250266199684,0.0,1.0,0.594353358849552,0.0,0.14755445590417504,0.7314631334471312,0.0,1.0,0.17397731344406023,1.0,0.5484124903480699,0.0,0.35285050727088385,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2024,5,0,48,1,1.0
5684,ford f150,1.0,0.031279044827339675,0.039568184519769053,0.04489816497691699,2023-02-27,0.39179355142049804,0.0,0.0,0.0,0.0,0.2337203519259001,0.5716532568461216,0.0,0.0,0.32291735212913014,0.0,0.6117719064794043,0.0,0.1457132307451224,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,2,0,489,0,1.0
5685,ford f150,0.529411764705884,0.08196897118753128,0.01104889452268639,0.011084808316519642,2023-08-20,0.4808710804217303,0.0,1.0,0.0,0.0,0.015278004214574164,0.6123777567080403,1.0,1.0,0.12028660558559473,1.0,0.0,0.4367124136915,0.14635115797547035,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2023,8,6,315,0,1.0
5686,chevy silverado,1.0,0.09819832701794523,0.30235707636920595,0.27042958501750425,2023-10-26,0.021727777256030686,0.0,0.6255562700410675,1.0,0.0,0.09295651435100913,0.6599054414014031,0.0,0.0,0.07940883032409252,1.0,0.26076447511982187,0.0,0.3767627350998549,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2023,10,3,248,0,0.8944046829163169
5687,chevy silverado,0.941176470588232,0.013083577607778651,0.02425632926948161,0.017296820462327292,2024-02-12,0.005304002413161431,0.0,0.0,1.0,1.0,0.24701280951204738,0.46439237840054537,1.0,0.0,0.19617333437794537,1.0,0.0,0.02765831478716931,0.501806289658433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,2,0,139,0,0.7130848311862872
5688,volvo fh,1.0,0.00622006148566526,0.06425188890496622,0.06748076854700234,2024-06-06,0.038509141640865586,0.0,0.0,0.0,0.044343925608412604,0.036871368039955776,0.8102254434636295,1.0,0.0,0.48006999842100767,1.0,0.25618180619756126,0.130779772981883,0.0015054708959334473,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2024,6,3,24,1,1.0
5689,ford f150,0.941176470588232,0.2060842210624151,0.000840592213022469,0.0008118392247562379,2024-01-14,0.036308086972987014,0.0,1.0,0.009032455420118324,0.0,0.1124097808341482,0.812671623924336,0.0,1.0,0.2080655950802517,1.0,0.5556551848423776,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,1,6,168,0,0.9657943675651649
5690,chevy silverado,0.705882352941174,0.016729820547651392,0.04155286907494126,0.030936483421230874,2024-04-18,0.0038123106866939475,0.0,0.0,0.0,0.0,0.04172906158624214,0.4798802269826016,1.0,1.0,0.1951639224632671,1.0,0.02040788269125969,0.061500968421183085,0.18520606522434488,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2024,4,3,73,1,0.7445089619548637
5691,ford f150,0.941176470588232,0.25520125831128904,0.04108017335037294,0.048932793189130325,2024-04-03,0.032220736827628854,0.0,0.0,0.8537409832082896,0.0,0.10356364358409212,0.35069896558539637,0.0,1.0,0.4573712341281448,1.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2024,4,2,88,1,1.0
5692,ford f150,0.6470588235294201,0.15614499177807964,0.011914433879066388,0.013972262735581694,2023-02-13,0.396365560439163,0.0,0.275669400331332,0.6788604874175448,1.0,0.0743672737031525,0.5752420068363665,1.0,1.0,0.2011597934216444,1.0,0.3002689680052244,0.17829382986288114,0.031101901180873637,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2023,2,0,503,0,1.0
5693,chevy silverado,0.0,0.20036462429398727,0.0076634549104538634,0.008993110431855817,2023-05-24,0.019094884555317264,0.0,1.0,0.0,0.0,0.062385257279945296,0.7853159670709068,0.0,1.0,0.21868323259363562,1.0,0.5675217214512874,0.0,0.22725339591105356,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2023,5,2,403,0,1.0
5694,chevy silverado,1.0,0.0287767212411525,0.082367239099114,0.06019061721565097,2024-01-31,0.6759984201938358,0.0,1.0,0.0,0.0,0.014479202555530871,0.5129677486154903,1.0,0.0,0.1387022130425118,1.0,0.0,0.003527910468906173,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,1,2,151,0,0.7307591935092361
5695,chevy silverado,1.0,0.0941231143204404,0.09531045414165595,0.10796611715046739,2023-12-01,0.0325896973135686,0.0,0.0,0.3723825325472547,0.0,0.009117407365273085,0.801127073661963,0.0,0.0,0.09010766494769745,0.0,0.19236950686909876,0.0,0.13577777394677334,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2023,12,4,212,0,1.0
5696,ford f150,0.941176470588232,0.15324944591406306,0.2030185578694361,0.19436393038654798,2023-09-23,0.6426522770121783,0.0,0.0,0.0,0.0,0.007911271585174906,0.9443305596543027,1.0,0.0,0.18609690176428584,1.0,0.33958636035940604,0.02903153143436176,0.0632530267369584,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,9,5,281,0,0.9573702642077971
5697,ford f150,0.4117647058823479,0.015156931436333738,0.3629741136703011,0.427277607733997,2024-01-26,0.32865683458173145,0.0,0.0,0.0,0.0,0.09166899149377211,0.7766115485081383,0.0,1.0,0.6847087513881053,1.0,0.23765637227939823,0.0,0.13677709042142797,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2024,1,4,156,0,1.0
5698,ford f150,0.235294117647058,0.17491241867448346,0.0697455670349559,0.05600455932631284,2024-01-04,0.059372747098856676,0.0,0.010160037068388639,0.0,0.0,0.033864940377284845,0.6951730123782042,0.0,1.0,0.39309337136281375,1.0,0.05029494718842685,0.0,0.2269488759617366,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2024,1,3,178,0,0.8029837838760967
5699,volvo fh,0.29411764705882604,0.17680703510402518,0.2863617366566208,0.30614483419666155,2023-12-30,0.003622479469777784,0.0,0.14436666411303944,1.0,0.0,0.04287383480956941,0.5623018547735544,1.0,0.0,0.3889575629590414,1.0,0.10584885464789441,0.12509714988669435,0.1937290563322037,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023,12,5,183,0,1.0
5700,ford f150,0.8823529411764781,0.18921141059555302,0.19802613671130664,0.22845986736533122,2023-10-03,0.036206651770805585,0.0,0.0,1.0,0.0,0.02641271252903637,0.9225291119800837,1.0,1.0,0.4568613592334871,1.0,0.06437246579010945,0.0076988562658233724,0.03295471023208382,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2023,10,1,271,0,1.0
5701,ford f150,0.470588235294116,0.14602845499392292,0.011896011611199719,0.011711271321425467,2023-04-21,0.010027552857516345,0.0,1.0,0.02855117087655551,0.0,0.015759805174417225,0.9999999999999999,1.0,1.0,0.7962638085559528,1.0,0.0,0.02699122429311076,0.4356859581441156,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,4,4,436,0,0.9844704010207652
5702,ford f150,1.0,0.073997283191535,0.280756955788795,0.28906807527914485,2023-04-30,0.06434463825357428,0.0,0.0,0.41591654807642436,0.0,0.01182195708215061,0.475624507213399,1.0,0.0,0.21353490103826409,1.0,0.16622533489594815,0.22848387321015629,0.29768616048985275,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,4,6,427,0,1.0
5703,chevy silverado,0.8823529411764781,0.027990276685493674,0.15300169506565411,0.1783213309697598,2024-02-10,0.022358587932169174,0.0,0.0,0.6031310038733191,0.0,0.10485031009602104,0.7306773043683185,0.0,0.0,0.5691604918825293,1.0,0.465248023854914,0.0,0.036896212979828064,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2024,2,5,141,0,1.0
5704,ford f150,0.8823529411764781,0.10456137842282119,0.24823460882439718,0.28936631202826485,2023-08-09,0.9078135639050129,0.0,0.0,1.0,0.0,0.02100648670568431,0.6784810900579911,0.0,0.0,0.08913237266605263,0.0,0.0,0.0,0.2804584658213717,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,8,2,326,0,1.0
5705,volvo fh,1.0,0.15589475941946093,0.06061823992834399,0.06123368859945315,2024-02-26,0.03747632557399053,0.0,0.0,0.0,0.0,0.0478632550731754,0.8818789664994641,1.0,1.0,0.11942753845599301,1.0,0.12739234182444992,0.06095775415006009,0.18926098599883615,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024,2,0,125,0,1.0
5706,ford f150,0.1176470588235361,0.11163937942375063,0.04762892095968303,0.03921306072679115,2023-09-21,0.032905867327484295,0.0,1.0,0.6173434187436333,0.0,0.09372097916536164,0.7699739542291076,0.0,0.0,0.1205804969261518,0.0,0.0,0.0,0.0631271728924366,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2023,9,3,283,0,0.8233035713738771
5707,tesla semi,1.0,0.02109101308357761,0.11578179659275104,0.09147336073868712,2024-01-27,0.9271297549081879,0.0,1.0,0.0,0.0,0.11185599157846064,0.9644428446940058,1.0,1.0,0.25408547419535615,1.0,0.19715883868819156,0.03419331347205685,0.12200665887426429,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2024,1,5,155,0,0.790049588368662
5708,ford f150,0.941176470588232,0.013762779724029455,0.09092725001297841,0.07083916579019829,2023-10-21,0.003980446341570229,0.0,0.5782899993037947,1.0,0.06615488215983589,0.07861779524682427,0.6741451119927976,0.0,1.0,0.21719748306616332,1.0,1.0,0.0,0.07394964888654915,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,10,5,253,0,0.7790752033090975
5709,chevy silverado,0.941176470588232,0.03764209623221563,0.11841261511822872,0.09974352647382236,2024-05-26,0.006939488343003439,0.0,0.0,0.11723488164791579,0.0,0.012368057450071497,0.7373483433868199,0.0,0.0,0.2380004410660909,1.0,0.0,0.0,0.30340727830836167,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2024,5,6,35,1,0.8423386847274147
5710,volvo fh,0.17647058823528994,0.00997354686494602,0.3602502660018467,0.33907878363780564,2024-06-28,0.009453112510078424,0.0,0.0,0.0,0.0,0.17748873241421814,0.2895659666065158,0.0,1.0,0.35588905975888696,1.0,0.11659450694708141,0.0,0.021560977337192755,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2024,6,4,2,1,0.941231181869738
5711,ford f150,0.05882352941176805,0.21065989847715735,0.1591572905057749,0.14724821019242879,2023-10-01,0.025905461517918803,0.0,0.94917850415918,0.0,0.0,0.06963106113836573,0.7553059422772536,0.0,0.0,0.21259240884154312,1.0,0.19130375944536304,0.0,0.19223509283253806,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2023,10,6,273,0,0.9251741451773835
5712,volvo fh,0.29411764705882604,0.03810681346965039,0.02457240237703539,0.02356913417472874,2024-05-14,0.043250093061266044,0.0,0.0,0.7784115905038338,1.0,0.10659926076059435,0.6501588173889564,1.0,0.0,0.5258891192715063,1.0,0.0,0.0235416329179222,0.5480081104903274,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2024,5,1,47,1,0.9591709354700999
5713,ford f150,0.529411764705884,0.021162508043182957,0.07980474062538168,0.07310100279251759,2023-07-29,0.009210890739516371,0.0,0.1683961033582113,0.8210120204222624,0.0,0.05843009023258239,0.5733228897953931,1.0,1.0,0.1817895080783796,1.0,0.0,0.32527019581399724,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2023,7,5,337,0,0.9159982504757119
5714,volvo fh,0.8823529411764781,0.022163437477657824,0.29237779771798106,0.25670745362297037,2024-04-23,0.03348124925748471,0.0,1.0,0.1546572742679389,0.0,0.14217373364496766,0.70539780093175,1.0,0.0,0.1251321488368156,1.0,0.1340535411249193,0.09782717143787277,0.15026532223399633,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2024,4,1,68,1,0.8779991354561838
5715,chevy silverado,0.1176470588235361,0.06137842282119111,0.03947035778642352,0.0323096485700409,2023-10-18,0.0393791732505661,0.0,0.0,0.79864098051489,0.0,0.05531171669164351,0.48479278555261673,1.0,1.0,0.1021774388631533,1.0,0.3179341863714312,0.060126629128169407,0.15337911021883802,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2023,10,2,256,0,0.8185800783684392
5716,ford f150,0.3529411764705941,0.06112819046257239,0.3090242299154271,0.24352097392800384,2023-03-30,0.0022677678280156877,0.0,0.022790939891182083,0.05726194090047615,0.0,0.0053984947058078134,0.4117495038839273,1.0,0.0,0.07901215146567427,1.0,0.08854337902751673,0.13556276549112056,0.04983604488981386,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,3,3,458,0,0.7880319740450449
5717,ford f150,0.3529411764705941,0.15528705226281547,0.029244825171110215,0.030917505132968225,2023-09-11,0.8182967823594662,0.0,0.07993179296061248,0.4505996677247757,0.0,0.09020255118122375,0.6016603327873636,0.0,1.0,0.12247782570593387,1.0,0.44902759441958356,0.0,0.18498816243321123,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,9,0,293,0,1.0
5718,ford f150,0.941176470588232,0.002824050904411239,0.22681883303685188,0.22820669593476658,2023-07-05,0.053626016774036195,0.0,0.8837993639216062,1.0,0.0,0.12889929425428717,0.6995200688655635,1.0,1.0,0.1506825940130786,1.0,0.0,0.05049980499699012,0.35155380557970406,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2023,7,2,361,0,1.0
5719,ford f150,0.6470588235294201,0.2625652391506399,0.3518853670740802,0.40780183794049835,2023-12-13,0.014725293334486973,0.0,1.0,0.12818081131057757,1.0,0.03756001558055323,0.8322846314375784,0.0,1.0,0.582960857478829,1.0,0.2912406432292981,0.0,0.10031929654006677,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2023,12,2,200,0,1.0
5720,ford f150,0.529411764705884,0.1268678058196897,0.24096259734187522,0.24407063347592065,2023-07-26,0.027825716550313566,0.0,0.0,0.2824452444898246,0.0,0.11958417662815173,0.6123648408458878,0.0,1.0,0.054096926133872125,1.0,0.6295760091561544,0.0,0.1569570115215377,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,7,2,340,0,1.0
5721,ford f150,0.0,0.1929291484950311,0.0031433604106607,0.0024103018496276175,2023-07-27,0.016086231660885526,0.0,0.0,0.26563663181579505,0.0,0.05352401847340324,0.6774770998581755,1.0,0.0,0.1747101035348996,1.0,0.020297237392865805,0.11936291497501925,0.6231423262769384,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2023,7,3,339,0,0.7667914380587998
5722,ford f150,0.17647058823528994,0.11693000643454636,0.03336427107569616,0.03266330732744284,2023-05-24,0.04163623125602444,0.0,0.034918095099987445,0.0,0.511570560108991,0.028574996232444944,0.4598417499066022,1.0,0.0,0.3925655353954991,1.0,0.5558375076151897,0.0002896085824372215,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,5,2,403,0,0.9789905870665363
5723,chevy silverado,0.8823529411764781,0.1435976263673411,0.24443916416919903,0.24417538236817524,2023-11-28,0.06165820513583227,0.0,1.0,0.0,0.0,0.06833903016740685,0.7156492100476709,0.0,0.0,0.32543168334380207,0.0,0.0552155761429801,0.0,0.28881839082927196,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,11,1,215,0,0.9989208693217376
